date;user;v;a;tweet
03.06.19 08:25;robfordmancs;5.50;4.29;"RT @GoodwinMJ: Survey of Labour voters in North & Midlands: ""In hindsight was Britain right/wrong to vote to leave EU?"" Right 22% Wrong 70% What do you think about draft Brexit deal? Support 21%Oppose 79% Public vote on final Brexit deal? Support 65% Oppose 22% YouGov Mar 1"
03.06.19 08:25;70schild1;5.66;3.86;RT @NZF_org_uk: From Brexit to Begum, Britain is divided. Muslims can help to break down barriers https://t.co/XO5KPdCIln
03.06.19 08:25;escapeduk;5.54;5.04;@politics_tory Haha. Trump got less than half the votes, Brexit got less than half the electorate. Next time they get less. Brexit and Trump ending in 2020 if not sooner.
03.06.19 08:25;Isa_Dor2;4.90;3.86;RT @gavinesler: Completely false. Shamelessly delivered and untrue. https://t.co/JpTuepWTPP
03.06.19 08:25;DarrenE10963000;5.45;4.44;RT @LeaveMnsLeave: Our Brexit vote is being betrayed, that's why Leave Means Leave is officially launching the March to Leave. We're going from Sunderland to London to tell the Westminster elite we will not be betrayed. Get your walking boots, join us on the March to Leave: https://t.co/fWRCGcmy3n https://t.co/3g472oiodY
03.06.19 08:25;Doesnotplaywel;5.15;4.84;RT @CllrBSilvester: #BrexitBetrayal was hatched in Berlin The treachery & treason just got even more serious. Our PM conniving with Merkel to overturn biggest democratic vote in our illustrious history. Telling people she is delivering #Brexit, when she is doing the opposite https://t.co/3kRTJll0RI
03.06.19 08:25;EVanderclooten;5.80;4.66;"RT @EVanderclooten: @EU_Commission TIMETO""ELIMINATE""THE NONELECTED ARROGANTTAXFREE INDOCTRINATEDGLOBALISTSFOOLS OF @EU_Commission ,THESETRAITORSAREADANGERFORTHEFUTUREOF OUR #FREEDOM #EU #DDR #superstate #elitair #taxfree #nonelected #TF1 #GiletsJaunes #revolution #Brexit #Exit #FREEEUROPE #RTLMatin #jinek #UK #BBC https://t.co/Dg7iREpdob"
03.06.19 08:25;bellum_omnium7;6.49;4.24;RT @LBC: Lord Sugar tells LBC “there’s no such thing” as a good Brexit deal and the 2016 referendum result “should be cancelled” @Lord_Sugar | #Brexit https://t.co/6aQDfF77XD
03.06.19 08:25;A50Challenge;4.28;4.79;RT @wildkippers: @A50Challenge I haven’t had any indication from mine - @DavidTCDavies - that he’s not still pro #Brexit despite the illegality, lies, manipulation & malign foreign interference & his constituency voting to #Remain #democracyIsDead #RuleOfLaw?
03.06.19 08:25;allan21winn;6.67;4.39;RT @shiningjack80: Please take a read if interested in #Brexit @BrugesGroup https://t.co/79MqKhIlaC
03.06.19 08:25;MrJohnSense;4.96;5.09;RT @80_mcswan: Three packages containing explosives found at Heathrow Airport, London City Airport and Waterloo station. Is this part of the build up to the distaction from the Brexit Mess?
03.06.19 08:25;Dan75ashcons;6.56;4.75;RT @GBSuffolk: Mark Carney - The economic shock from a No-Deal Brexit will be less than first feared. No sh*t dumbass. 17.4 million people have been telling you that for months. God help us.
03.06.19 08:25;broadreachltd;4.93;4.49;RT @ComplainingCow: Delayed flight boarding regs - you are covered for strikes after Brexit who knows?!
03.06.19 08:25;ASK_des;4.65;4.39;RT @ASK_des: #Brexit Can you stop putting MANBOY crybaby 😭 👶 Owen Jones on TV & Radio all the time. He backed Labour lost, Hillary Clinton lost, Stay in EU lost. Knows nothing about anything. The most annoying person in 🇬🇧 by a distance. Shut up 🤐🤐 you bore. No ones listening to you OK. https://t.co/eo0L868J7Q
03.06.19 08:25;lisassprince;5.83;4.53;RT @Jim_Cornelius: @Brexit Can I suggest people put @tomkeene in their tweets when pointing out that this is a massive lie from Iain Duncan Smith. I'm sure he'd want to know that someone, especially a British Parliamentarian, was blatantly lying to him on national TV. https://t.co/cJOD49G9e6
03.06.19 08:25;AnthonyBowson;3.92;4.83;RT @ChalmersStewart: @brexit_sham NCA are just covering things up. It's so depressing that the UK is now so corrupt.
03.06.19 08:25;pazzarooney4;6.57;4.70;RT @Ladycorvia: A must-read. For all those who think it's ok to privatise the NHS (for the record, that's anyone who still wants to go ahead with brexit as well as politicians like Johnson & Hunt, and people like the achterlijke gladiool Farage & his ilk) - I hope you are ready for this. https://t.co/kDNRNr34RO
03.06.19 08:25;megeco29;6.42;4.63;RT @mrjamesob: Brexit is now chiefly about people who would rather be lied to by an Englishman than told the truth by a Frenchman.
03.06.19 08:25;freeWorld2;5.33;4.87;RT @abcpoppins: Tusk: Brexit was influenced by ‘external anti-European forces’ 'There are external anti-European forces which are seeking, openly or secretly, to influence the democratic choices of Europeans – as was the case with Brexit’. https://t.co/SvwDjMHgfe
03.06.19 08:25;AsNicoleSeesIt;5.25;4.69;RT @BritOrBot: Brexit News Summary, Wed March 6 2019: 1. Ladbrokes owner, GVC Holdings is relocating all its servers to Ireland to end Brexit uncertainty. It also said the changes to the maximum stakeon fixed odds betting terminals will see the closure of around 1,000 shops and loss of jobs
03.06.19 08:25;sa_cullen;5.35;4.97;RT @nickreeves9876: #Brexit critic AC Grayling wins £20k damages from ex-UKIP candidate & Leave Alliance founder Pete North who branded him a paedophile. https://t.co/6VKEuMrFuM Why are far-right Brexiters are so obsessed with paedophilia? Is it personal or a Kremlin/Bannon tactic? #PeoplesVote
03.06.19 08:25;pottyman2;5.85;4.29;@ConHome The ERG should bring the Govn down. Have a short extension so we can have a GE to sweep the traitors away with a pro Brexit PM at the helm. The Tory MPs who are respecting the result have nothing to fear.
03.06.19 08:25;mcleaver;4.99;5.05;RT @peterkyle: Good form from ⁦@pollytoynbee⁩ today. Busting the EU fake news is more important than ever, it is poisoning our national debate https://t.co/gPrRzAXocG
03.06.19 08:25;ChaoticBrexit;5.39;3.96;Brexit Dividend: GMO, hormone beef and chlorinated chicken https://t.co/n8LwpUweoo
03.06.19 08:25;Expectivisms;5.36;4.32;RT @LeaveMnsLeave: A delay to Article 50 would cause business uncertainty. Let's stick to what it says in law and leave on 29th March without a deal! Agree? Get involved in the https://t.co/MKfM4Sd9iA https://t.co/Ksssmr7ieQ
03.06.19 08:25;aathans;6.10;4.24;RT @IanWishart: Nothing sums up the past 2 years better than working until 10.30pm waiting for word from the latest set of UK-EU talks on language that won't in any real way change the Brexit dealthey reached in November - only for officials on both sides to say they can't say anything tonight.
03.06.19 08:25;dawnvhardy;5.69;4.50;RT @NileGardiner: A massive embarrassment for Angela Merkel's Germany. Meanwhile, Brexit Britain will have two world class aircraft carriers and a powerful fleet of nuclear submarines that actually work. https://t.co/tVRnLyK5Dv
03.06.19 08:25;xeroksUK;4.75;4.56;RT @JamesMelville: Because of Brexit, Britain will become a rule taker, not a rule maker. We didn’t lose sovereignty because of being in the EU, but we are about to lose sovereignty by leaving the EU. Brexiters voted to take back control, but instead, will end up losing control.
03.06.19 08:25;Felixtanner;5.62;4.51;RT @cjdrgg: “Ractopamine is a growth hormone used to promote leanness in animals by shifting nutrients into muscle and away from fat deposition. It is administered in the days leading up to slaughter.” https://t.co/DeMzoGohKl
03.06.19 08:25;bundle_of_joy69;5.84;4.16;If I’ve said it once I’ve said it a thousand times, part of the reason we are in this #brexit mess is because: 1. David Cameron refused to plan for the possibility of leave winning. 2. Theresa May triggered Article 50 without the faintest idea of what the UK wanted.
03.06.19 08:25;Ospreychick;5.19;4.20;RT @trapdoorcat: A false premise of English greatness is what maintains the great Brexit lie. https://t.co/ZmquY8GeD4
03.06.19 08:25;marylouisepearc;5.55;4.39;RT @davidschneider: Days till Brexit: 24 Cost: Billions in No Deal preparations, businesses going bust or leaving, jobs lost, lack of growth and investment. Tangible gains: er... . . . . . . . . . . . . . . . . . . . . . . . blue passports? Oh, and a deal with the Faroe Islands Agreed plan: None https://t.co/lFjWuG8qhJ
03.06.19 08:25;EULondonMark;5.51;4.92;@Otto_English My real name IS English! Thought-provoking but key word 'hopefully'. I fear Brexit will 'achieve' most negatives you mention without (m)any positives. Cd push politics to extremes rather than consensus (some wd anyway 
03.06.19 08:25;j_cask;6.38;4.64;RT @WAVETrauma: Alan McBride addresses the DFA conference in Dublin.The conference bought together groups & organisations supported by the Reconciliation Fund, the conference explored some of the challenges to reconciliation in Ireland, North and South, post Brexit. Great discussion and debate. https://t.co/sqldFGIYGW
03.06.19 08:25;stevenmilner12;5.99;5.03;@ChukaUmunna @TheIndGroup You need to take your rose tinted glasses off when reading your replies. You're not seeing how out of touch with the UK people you are. 99% of comments to all your posts show this. Your are the minority, you are e
03.06.19 08:25;AnthonyBowson;5.86;4.15;RT @hh_stephen: @brexit_sham @peterjukes @NCA_LynneOwens I know that you will be working hard behind the scenes and I realise that your job is not to give a running commentary on investigations, but please tell Parliament that Brexit has to be put on hold until charges can be brought against the fraudsters.
03.06.19 08:25;tweetpatti;6.14;4.08;RT @geoffmiller2984: @nadinevdVelde @WendySiegelman @carolecadwalla @peterjukes @annmarlowe @brexit_sham @profcarroll @VickerySec @DamianCollins @ChrisM4Chester @J_amesp @EmmaLBriant @ProfessorShaw @grantstern @funder @dcpoll @ZarinaZabrisky @RVAwonk @lrozen @Delavegalaw @textifire @WriteSmitty Steve 'spend whatever it takes' Baker & Kwasi Kwarteng attended the Jackson Hole Summit Aug 2015, paid for by American Principles Project. Summit said to be financed by Robert Mercer. Camera holds on audience member at 2:24 in. Mercer? https://t.co/LW56efs7Uz
03.06.19 08:25;BEEnnis;4.70;4.94;RT @andy_s_64: Donald Tusk claims anti-European forces meddled in Brexit vote < shame our own Government or even Opposition won’t call out the outrageous attack on our democracy from hostile foreign powers that #Brexit represents: https://t.co/Owxcp2f3lD
03.06.19 08:25;THELADYHASSTYLE;6.15;4.37;RT @darrengrimes_: Tusk is blaming the Russians for Brexit. You see, 17.4 million people didn’t really want to leave the Brussels protectionist racket. They were duped and conned. Look at Greece and France, the EU is a lovely club to be part of – so it MUST be the Russians! https://t.co/9SFEnfApxa
03.06.19 08:25;loickb;4.23;4.78;"RT @newstephen: #Brexit instability is ""very very worrying"" for carmakers, @Citroen CEO @LindaJackson told me @France24_en earlier. The UK is the French brand's fifth-largest market. #F24 https://t.co/02XIVv646Q"
03.06.19 08:25;trassacarroll;4.84;4.31;"RT @OwenPaterson: ""We have a Remain Prime Minister, a Remain Civil Service, a Remain Cabinet, a Remain state broadcaster, a Remain undergrowth of NGOs...and, of course, a Remain Parliament. But no need to panic. They are all going to lose."" https://t.co/8KE32dad9c"
03.06.19 08:25;suzispw;5.97;4.20;RT @Macetrain: @BrexitBattalion @suzispw @theresa_may deliver #Brexit or you must be prepared to deal with the end of @Conservatives and Democracy in this country #StandUp4Brexit #BrexitBetrayal
03.06.19 08:25;bellum_omnium7;6.30;3.71;RT @SethAbramson: Brexit needs a British Bob Mueller ASAP. RT if you agree.
03.06.19 08:25;birdonthewire3;5.81;4.71;RT @peterjukes: 15. Two things remain unclear to date: why was Cambridge Analytica repeatedly offering help to Julian Assange over Russian hacked emails? And how deep do those Russian connections go with #Brexit?
03.06.19 08:25;tradnews_;5.76;4.48;RT @johnestevens: Chief Whip warns Cabinet that MPs will force UK into a customs union if Brexit deal is rejected next week https://t.co/IhxIDweb3m
03.06.19 08:25;PaulNew76046992;6.26;4.80;"RT @Brexit: Polls suggest ""the vast majority want to get out now, even if they voted Remain"" and most people would be happy with a no-deal Brexit, Iain Duncan Smith says https://t.co/cWjms6ELp0https://t.co/mvtm7a4MWG"
03.06.19 08:25;idmcc18;5.75;4.01;RT @Labour4EU: Totally lacking the probity and integrity demanded of MPs in the code of conduct. We're complaining here : Kathryn Stone OBE, Office of Parliamentary Commission for Standards, Houseof Commons, London, SW1A 0AA, - standardscommissioner@parliament.uk https://t.co/DGKvO8YYrn
03.06.19 08:25;EUBHA55FBPE;4.99;4.47;"RT @uk_domain_names: (By dangerous I mean ""politically sensitive"", of course. Like so many other things to do with Brexit, it's those with the fewest means who will be hurt the most.)"
03.06.19 08:25;caskndram;5.10;3.67;RT @OxfordDiplomat: It’s insulting when you see the banter of Labour and Tories. They undermine the seriousness of Brexit. No one in Westminster understands the integration along the border... on the whole island of Ireland. They just don’t understand it. #BorderingOnBrexit https://t.co/7tLLTmNUHo
03.06.19 08:25;Reconquista1970;4.33;5.25;RT @PeteNorth303: Brexit is a culture war. It is a fight to the death. A fight for democracy itself. It is not good enough to simply leave the EU. We must comprehensively win if we want to save Britain from the destructive paranoia of our rulers. https://t.co/TdJqBLetuW #Brexit
03.06.19 08:25;global216;5.26;4.84;@BethRigby Delay Brexit. Get May out. Brexiteer in charge. Leave again properly
03.06.19 08:25;nuppard;4.85;4.54;RT @davidyelland: Macron is absolutely correct. Brexit is a lie sold to the vulnerable and cannot work. It never could. We are Europeans being robbed of our Passports not Brits getting “our countryback.” https://t.co/NW4g11crpG
03.06.19 08:25;paulstapleton8;5.18;4.49;@fish_in_a_hat @PoetTaxiDriver no harm in bringing it up again most FBPE tweets still go on about disaster of brexit
03.06.19 08:25;MobyPaul;4.03;5.83;RT @Saczak1: Fucking liar. Two huge lies within 18 seconds. Fucking liar. https://t.co/BJoRpWfDxd
03.06.19 08:25;Bertothefirst;5.75;4.45;RT @cirian75: These are the 13 @UKLabour MPs who voted against Cooper amendment so risking a No Deal Brexit Kevin Barron Ronnie Campbell Rosie Cooper Jim Fitzpatrick Caroline Flint Roger Godsiff Stephen Hepburn Kate Hoey John Mann Dennis Skinner Laura Smith Gareth Snell Graham Stringer
03.06.19 08:25;Get_Ginvolved;6.17;3.70;"RT @PennyMidasRollo: Extraordinary article from @BrugesGroup #quote ""Documents make it quite clear that PM May was negotiating with GERMANY, not the EU"" ""The transcript also makes it clear that the PM intended to keep all this secret from minsters, especially the Brexit group"" https://t.co/TZonLC9sZy"
03.06.19 08:25;GazCeidiog;3.95;5.08;Brexit 'likely to cause cancer test delays' - BBC News https://t.co/UYZH1hnqmg
03.06.19 08:25;markeas49723703;5.49;4.28;RT @DouglasCarswell: With news that most tariffs could be abolished at the end of this month, I thought I’d repost this. https://t.co/PEEYvUMTMK
03.06.19 08:25;cmwheatley56;5.42;4.17;RT @ALDC: Visit My Mosque Day It's easy to see our country as divided. Watch the news on Brexit or, most recently, the public reaction to Shamima Begum’s situation. Hate crime has risen. Extremists on either side of the political spectrum act with ever-increasing… https://t.co/Z52i2aVitk
03.06.19 08:25;RedBren72;6.24;4.43;RT @OFOCNI: It was great to meet Michel Barnier today Our generation in NI are the children of the peace process. We will not be dragged back to the past by a reckless Brexit. The backstop is a non-negotiable guarantee & we’re delighted that Michel Barnier reaffirmed his commitment to us! https://t.co/hNEMilhPyu
03.06.19 08:25;rhsp27;5.88;4.36;RT @YouBrokeItMate: This will be the fate of thousands of people up and down the country. #Brexit has sabotaged their future and for what? https://t.co/3pIik6Grn2
03.06.19 08:25;devonlass;5.84;4.22;"RT @SkyNews: ""For Mini this is really a danger"" - @BMW board member, Peter Schwarzenbauer tells Sky News the company will 'have to consider' ending @MINI production at its Cowley site in the eventof 'no-deal' #Brexit. Get more on this story here: https://t.co/q7MZb3StYJ https://t.co/ZNFu2LXAqy"
03.06.19 08:25;pazzarooney4;6.34;4.26;RT @sturdyAlex: Farage’s proposed 277-mile protest walk is such a perfect metaphor for Brexit. Farage will be there for the start and the end, where there will be plenty of cameras, while the people he has conned do all the real walking in between.
03.06.19 08:25;PeaWea4;6.65;5.15;RT @SuzanneEvans1: .@DominicFrisby is a genius. Watch this! #Brexit #ThatIsAll https://t.co/HqCC5xbIHs
03.06.19 08:25;MikeFealey;5.73;4.55;RT @mikegalsworthy: Christ! You still have this up? The WTO has no such Article 24. You’re referring to GATT Article XXIV, which all experts agree does not pertain to our circumstances. See: https://t.co/O0AEBi5klB Go home, @labourleave, you’re drunk. 🥴 https://t.co/crFG16kwoD
03.06.19 08:25;cardiffgreens;5.88;4.48;RT @jon_bartley: Brexit is an assault on working-class people, the environment and migrants. Join us on 23 March to demand a #PeoplesVote https://t.co/K0WtdemBuL
03.06.19 08:25;AnthonyBowson;5.48;4.22;RT @jonlincbrown: @brexit_sham Whatever happened to losing pension rights if caught improperly lobbying? https://t.co/UuiyLfOadc
03.06.19 08:25;macdonaldrtr;6.02;4.24;EU-UK Brexit talks failed to reach deal on Tuesday - sources https://t.co/mfp8AbLbuN
03.06.19 08:25;BEEnnis;4.93;4.71;RT @patrickkmaguire: Robert Goodwill replacing George Eustice at Defra. He was of course sacked as Children’s Minister in the reshuffle of January 2018. Sign of May’s HR crisis: anyone who you would actively want to serve is at this point either in government or withholding their labour over Brexit
03.06.19 08:25;NorrieMacD;4.84;3.71;RT @PeteWishart: Such a sad interview. What an ugly, isolating, dispiriting thing this Tory Brexit is. This can not be the best Scotland can aspire to. We are surely better than this. https://t.co/V4D0GjUhQS
03.06.19 08:25;JulieRenyard;4.85;4.34;RT @johnmcdonnellMP: More evidence that this government is incapable of getting its business through Parliament. People have just had enough of the Chancellor dragging his feet on tackling taxavoidance. https://t.co/JsAlknYMoc
03.06.19 08:25;mcgough_p;6.33;5.12;RT @nickreeves9876: Don't ever let Brexiters get away with claiming #Brexit is patriotic. It isn't. It is driven by networks of money, power and influence linking many leading Brexiters with Putin and/or right-wing US billionaires. Brexit is what traitors would do to Britain. #PeoplesVote #FBPE
03.06.19 08:25;A50Challenge;5.81;4.79;RT @wilcox_ps: @A50Challenge What does my MP @mariacaulfield have to say about the 2016 Brexit referendum being won on lies, deceit, law breaking, data mining and Russian interference?
03.06.19 08:25;NeilWoodcock29;5.15;5.26;RT @LaylaMoran: The news about BMW today is deeply concerning. I’m so angry that the Tories are willing to put local jobs and businesses at risk for a no-deal #Brexit. https://t.co/FiCfZyRouk
03.06.19 08:25;tina_jane;5.98;4.16;RT @DavidTCDavies: If ⁦@DavidLammy⁩ wants to end celeb photo opps in Africa he should stop trying to thwart Brexit & use it as the chance to slash tariffs on African imports. https://t.co/BkS7pvPArC
03.06.19 08:25;AlastairWinter;5.11;4.57;RT @NinaDSchick: No, the polls do not say this. Hi, @tomkeene, this is a British cabinet minister lying to you. https://t.co/DjntsWZiEQ
03.06.19 08:25;unicawn;4.92;4.59;RT @Dav1dAllum: Remember , Juncker & Co. applauded May as she entered EU Parl .WHY ? ....Now you know ! ...The Brexit betrayal plan had alread been hatched . May colluded with EU dark forcesbehind the backs of Messrs Davis & Raab. @theresa_may is actively against Brexit,she is a liar. https://t.co/ShBevwJlrN
03.06.19 08:25;andrew__ggfb;5.87;4.54;RT @jamiegreeneUK: 🇪🇺1 million Scots voted for #Brexit 🇬🇧2 million Scots voted to remain part of the United Kingdom. Who are the #SNP to tell those people that their votes don't matter? Re-runningreferenda because we don't like the results undermines the fabric of our democracy. https://t.co/w2mkg4MZdc
03.06.19 08:25;SRBaldesco;6.02;4.66;RT @Sime0nStylites: This Brexit thing isn’t going very well.
03.06.19 08:25;mramanna;6.19;3.92;"RT @TheaDickinson: If you REALLY believe that ""every Brexit option makes the country poorer"" why did you stand on a manifesto promising to implement the 2016 referendum result? https://t.co/yx5p0RsPaU"
03.06.19 08:25;catherinemginn;5.22;4.64;"RT @jamesmb: ...the opportunity to wish #cancer on me. That's the level of debate there has been on #Brexit over the past few years. It doesn't give me any pleasure to be able to say ""I told you so"" & I find it depressing that they'd risk cancer patients' lives for their idiotic project. https://t.co/7dKGOUp9m8"
03.06.19 08:25;curiocat13;6.24;5.12;RT @EuropeFife: The truth is out about Brexit – but there is a narrow road back to sanity | Andrew Graham https://t.co/8bCnpQhf2b
03.06.19 08:25;EuclidAcademy;5.77;3.93;@NoIAmTonyGreen @Michael_Heaver @WestmonsterUK Have a nice cup of tea and calm down. It isn't No-Deal Brexit which is insane. There is nothing insane about being a normal, sovereign country. Insanity is handing over sovereignty to a group of
03.06.19 08:25;curiocat13;5.54;4.24;RT @BrexitResist: The #PutItToThePeople March on 23rd is the OK Corral moment. The final throw of the dice. We need millions on the streets of London. If you don't show your face, don't bothercomplaining about what happens next. BE THERE! #Brexit
03.06.19 08:25;PearseDoherty;5.76;4.90;RT @davidmurphyRTE: Brexit debate told 'confusion reigns' over green cards by ⁦@ConorMcMorrow⁩ via @RTENewsNow https://t.co/glvxXNtu05
03.06.19 08:25;wrafter_colin;6.23;4.29;BBC Brexit coverage ‘lacking in curiosity and depth’ on Ireland https://t.co/shhhMK687I
